id,codigo_ibge,nome,uf
2394,2101350,Bacurituba,MA
2395,2101400,Balsas,MA
2398,2101608,Barra do Corda,MA
2399,2101707,Barreirinhas,MA
2396,2101509,Barão de Grajaú,MA
2401,2101772,Bela Vista do Maranhão,MA
2402,2101731,Belágua,MA
2403,2101806,Benedito Leite,MA
2404,2101905,Bequimão,MA
2405,2101939,Bernardo do Mearim,MA
2406,2101970,Boa Vista do Gurupi,MA
2408,2102002,Bom Jardim,MA
2409,2102036,Bom Jesus das Selvas,MA
2410,2102077,Bom Lugar,MA
2412,2102101,Brejo,MA
2413,2102150,Brejo de Areia,MA
2415,2102200,Buriti,MA
2416,2102309,Buriti Bravo,MA
2418,2102325,Buriticupu,MA
2419,2102358,Buritirana,MA
2420,2102374,Cachoeira Grande,MA
2421,2102408,Cajapió,MA
2422,2102507,Cajari,MA
2423,2102556,Campestre do Maranhão,MA
2425,2102705,Cantanhede,MA
2426,2102754,Capinzal do Norte,MA
2428,2102804,Carolina,MA
2429,2102903,Carutapera,MA
2430,2103000,Caxias,MA
2431,2103109,Cedral,MA
2433,2103158,Centro do Guilherme,MA
2434,2103174,Centro Novo do Maranhão,MA
2435,2103208,Chapadinha,MA
2436,2103257,Cidelândia,MA
2437,2103307,Codó,MA
2439,2103406,Coelho Neto,MA
2440,2103505,Colinas,MA
2441,2103554,Conceição do Lago-Açu,MA
2442,2103604,Coroatá,MA
2444,2103703,Cururupu,MA
2424,2102606,Cândido Mendes,MA
2447,2103752,Davinópolis,MA
2448,2103802,Dom Pedro,MA
2449,2103901,Duque Bacelar,MA
2450,2104008,Esperantinópolis,MA
2452,2104057,Estreito,MA
2453,2104073,Feira Nova do Maranhão,MA
2454,2104081,Fernando Falcão,MA
2455,2104099,Formosa da Serra Negra,MA
2456,2104107,Fortaleza dos Nogueiras,MA
2457,2104206,Fortuna,MA
2459,2104305,Godofredo Viana,MA
2460,2104404,Gonçalves Dias,MA
2461,2104503,Governador Archer,MA
2462,2104552,Governador Edison Lobão,MA
2463,2104602,Governador Eugênio Barros,MA
2464,2104628,Governador Luiz Rocha,MA
2465,2104651,Governador Newton Bello,MA
2466,2104677,Governador Nunes Freire,MA
2468,2104800,Grajaú,MA
2467,2104701,Graça Aranha,MA
2469,2104909,Guimarães,MA
2470,2105005,Humberto de Campos,MA
2472,2105104,Icatu,MA
2473,2105153,Igarapé do Meio,MA
2474,2105203,Igarapé Grande,MA
2475,2105302,Imperatriz,MA
2476,2105351,Itaipava do Grajaú,MA
2478,2105401,Itapecuru Mirim,MA
2480,2105427,Itinga do Maranhão,MA
2481,2105450,Jatobá,MA
2482,2105476,Jenipapo dos Vieiras,MA
2484,2105609,Joselândia,MA
2483,2105500,João Lisboa,MA
2485,2105658,Junco do Maranhão,MA
2486,2105708,Lago da Pedra,MA
2487,2105807,Lago do Junco,MA
2488,2105948,Lago dos Rodrigues,MA
2489,2105906,Lago Verde,MA
2490,2105922,Lagoa do Mato,MA
2491,2105963,Lagoa Grande do Maranhão,MA
2495,2106003,Lima Campos,MA
2496,2106102,Loreto,MA
2497,2106201,Luís Domingues,MA
2498,2106300,Magalhães de Almeida,MA
2500,2106326,Maracaçumé,MA
2501,2106359,Marajá do Sena,MA
2502,2106375,Maranhãozinho,MA
2505,2106409,Mata Roma,MA
2506,2106508,Matinha,MA
2507,2106607,Matões,MA
2508,2106631,Matões do Norte,MA
2509,2106672,Milagres do Maranhão,MA
2510,2106706,Mirador,MA
2514,2107001,Montes Altos,MA
2513,2106904,Monção,MA
2515,2107100,Morros,MA
2516,2107209,Nina Rodrigues,MA
2517,2107258,Nova Colinas,MA
2518,2107308,Nova Iorque,MA
2519,2107357,Nova Olinda do Maranhão,MA
2520,2107407,Olho d'Água das Cunhãs,MA
2521,2107456,Olinda Nova do Maranhão,MA
2523,2107605,Palmeirândia,MA
2525,2107704,Paraibano,MA
2526,2107803,Parnarama,MA
2527,2107902,Passagem Franca,MA
2528,2108009,Pastos Bons,MA
2529,2108058,Paulino Neves,MA
2530,2108108,Paulo Ramos,MA
2522,2107506,Paço do Lumiar,MA
2531,2108207,Pedreiras,MA
2532,2108256,Pedro do Rosário,MA
2533,2108306,Penalva,MA
2534,2108405,Peri Mirim,MA
2535,2108454,Peritoró,MA
2537,2108504,Pindaré-Mirim,MA
2538,2108603,Pinheiro,MA
2539,2108702,Pio XII,MA
2540,2108801,Pirapemas,MA
2543,2109007,Porto Franco,MA
2544,2109056,Porto Rico do Maranhão,MA
2541,2108900,Poção de Pedras,MA
2545,2109106,Presidente Dutra,MA
2546,2109205,Presidente Juscelino,MA
2547,2109239,Presidente Médici,MA
2548,2109270,Presidente Sarney,MA
2549,2109304,Presidente Vargas,MA
2550,2109403,Primeira Cruz,MA
2551,2109452,Raposa,MA
2553,2109502,Riachão,MA
2554,2109551,Ribamar Fiquene,MA
2558,2109601,Rosário,MA
2559,2109700,Sambaíba,MA
2560,2109759,Santa Filomena do Maranhão,MA
2561,2109809,Santa Helena,MA
2562,2109908,Santa Inês,MA
2563,2110005,Santa Luzia,MA
2564,2110039,Santa Luzia do Paruá,MA
2565,2110104,Santa Quitéria do Maranhão,MA
2566,2110203,Santa Rita,MA
2567,2110237,Santana do Maranhão,MA
2568,2110278,Santo Amaro do Maranhão,MA
2569,2110302,Santo Antônio dos Lopes,MA
2597,2111722,Satubinha,MA
2598,2111748,Senador Alexandre Costa,MA
2599,2111763,Senador La Rocque,MA
2600,2111789,Serrano do Maranhão,MA
2602,2111904,Sucupira do Norte,MA
2603,2111953,Sucupira do Riachão,MA
2570,2110401,São Benedito do Rio Preto,MA
2571,2110500,São Bento,MA
2572,2110609,São Bernardo,MA
2573,2110658,São Domingos do Azeitão,MA
9143,3516101,Florínia,SP
2574,2110708,São Domingos do Maranhão,MA
2576,2110856,São Francisco do Brejão,MA
2577,2110906,São Francisco do Maranhão,MA
2575,2110807,São Félix de Balsas,MA
2585,2111201,São José de Ribamar,MA
2586,2111250,São José dos Basílios,MA
2578,2111003,São João Batista,MA
2580,2111029,São João do Carú,MA
2581,2111052,São João do Paraíso,MA
2582,2111078,São João do Soter,MA
2583,2111102,São João dos Patos,MA
2587,2111300,São Luís,MA
2588,2111409,São Luís Gonzaga do Maranhão,MA
2589,2111508,São Mateus do Maranhão,MA
2590,2111532,São Pedro da Água Branca,MA
2591,2111573,São Pedro dos Crentes,MA
2592,2111607,São Raimundo das Mangabeiras,MA
2594,2111631,São Raimundo do Doca Bezerra,MA
2595,2111672,São Roberto,MA
2596,2111706,São Vicente Ferrer,MA
2601,2111805,Sítio Novo,MA
2604,2112001,Tasso Fragoso,MA
2605,2112100,Timbiras,MA
2607,2112233,Trizidela do Vale,MA
2608,2112274,Tufilândia,MA
2610,2112407,Turiaçu,MA
2611,2112456,Turilândia,MA
2612,2112506,Tutóia,MA
2613,2112605,Urbano Santos,MA
2614,2112704,Vargem Grande,MA
2615,2112803,Viana,MA
2616,2112852,Vila Nova dos Martírios,MA
2618,2113009,Vitorino Freire,MA
2617,2112902,Vitória do Mearim,MA
2619,2114007,Zé Doca,MA
2371,2100154,Água Doce do Maranhão,MA
2620,3100104,Abadia dos Dourados,MG
2621,3100203,Abaeté,MG
2624,3100302,Abre Campo,MG
2626,3100401,Acaiaca,MG
2634,3100807,Aguanil,MG
2640,3101102,Aimorés,MG
2641,3101201,Aiuruoca,MG
2642,3101300,Alagoa,MG
2643,3101409,Albertina,MG
2651,3101607,Alfenas,MG
2652,3101631,Alfredo Vasconcelos,MG
2654,3101706,Almenara,MG
2655,3101805,Alpercata,MG
2656,3101904,Alpinópolis,MG
2657,3102001,Alterosa,MG
2658,3102050,Alto Caparaó,MG
2661,3153509,Alto Jequitibá,MG
2663,3102100,Alto Rio Doce,MG
2666,3102209,Alvarenga,MG
2667,3102308,Alvinópolis,MG
2669,3102407,Alvorada de Minas,MG
2649,3101508,Além Paraíba,MG
2673,3102506,Amparo do Serra,MG
2675,3102605,Andradas,MG
2676,3102803,Andrelândia,MG
2679,3102852,Angelândia,MG
2683,3102902,Antônio Carlos,MG
2684,3103009,Antônio Dias,MG
2688,3103108,Antônio Prado de Minas,MG
2693,3103306,Aracitaba,MG
2695,3103504,Araguari,MG
2698,3103603,Arantina,MG
2699,3103702,Araponga,MG
2700,3103751,Araporã,MG
2701,3103801,Arapuá,MG
2704,3104007,Araxá,MG
2691,3103207,Araçaí,MG
2694,3103405,Araçuaí,MG
2702,3103900,Araújos,MG
2706,3104106,Arceburgo,MG
2707,3104205,Arcos,MG
2708,3104304,Areado,MG
2710,3104403,Argirita,MG
2711,3104452,Aricanduva,MG
2712,3104502,Arinos,MG
2716,3104601,Astolfo Dutra,MG
2717,3104700,Ataléia,MG
2718,3104809,Augusto de Lima,MG
2627,3100500,Açucena,MG
2723,3104908,Baependi,MG
2728,3105004,Baldim,MG
2729,3105103,Bambuí,MG
2730,3105202,Bandeira,MG
2731,3105301,Bandeira do Sul,MG
2735,3105608,Barbacena,MG
2741,3105707,Barra Longa,MG
2749,3105905,Barroso,MG
2733,3105400,Barão de Cocais,MG
2751,3106002,Bela Vista de Minas,MG
2753,3106101,Belmiro Braga,MG
2754,3106200,Belo Horizonte,MG
2755,3106309,Belo Oriente,MG
2757,3106408,Belo Vale,MG
2759,3106507,Berilo,MG
2760,3106655,Berizal,MG
2761,3106606,Bertópolis,MG
2762,3106705,Betim,MG
2763,3106804,Bias Fortes,MG
2764,3106903,Bicas,MG
2766,3107000,Biquinhas,MG
2768,3107109,Boa Esperança,MG
2772,3107208,Bocaina de Minas,MG
2773,3107307,Bocaiúva,MG
2774,3107406,Bom Despacho,MG
2775,3107505,Bom Jardim de Minas,MG
2777,3107604,Bom Jesus da Penha,MG
2779,3107703,Bom Jesus do Amparo,MG
2781,3107802,Bom Jesus do Galho,MG
2784,3107901,Bom Repouso,MG
2786,3108008,Bom Sucesso,MG
2789,3108107,Bonfim,MG
2790,3108206,Bonfinópolis de Minas,MG
2791,3108255,Bonito de Minas,MG
2793,3108305,Borda da Mata,MG
2794,3108404,Botelhos,MG
2795,3108503,Botumirim,MG
2797,3108552,Brasilândia de Minas,MG
2798,3108602,Brasília de Minas,MG
2799,3108909,Brasópolis,MG
2800,3108800,Braúnas,MG
2805,3109006,Brumadinho,MG
2796,3108701,Brás Pires,MG
2809,3109105,Bueno Brandão,MG
2810,3109204,Buenópolis,MG
2811,3109253,Bugre,MG
2812,3109303,Buritis,MG
2813,3109402,Buritizeiro,MG
2815,3109451,Cabeceira Grande,MG
2816,3109501,Cabo Verde,MG
2821,3109600,Cachoeira da Prata,MG
2830,3109808,Cachoeira Dourada,MG
2833,3109907,Caetanópolis,MG
2834,3110004,Caeté,MG
2836,3110103,Caiana,MG
2838,3110202,Cajuri,MG
2839,3110301,Caldas,MG
2841,3110400,Camacho,MG
2842,3110509,Camanducaia,MG
2845,3110707,Cambuquira,MG
2844,3110608,Cambuí,MG
2847,3110905,Campanha,MG
2846,3110806,Campanário,MG
2848,3111002,Campestre,MG
2850,3111101,Campina Verde,MG
2853,3111150,Campo Azul,MG
2854,3111200,Campo Belo,MG
2855,3111309,Campo do Meio,MG
2856,3111408,Campo Florido,MG
2859,3111507,Campos Altos,MG
2860,3111606,Campos Gerais,MG
2861,3111903,Cana Verde,MG
2862,3111705,Canaã,MG
2867,3112000,Candeias,MG
2869,3112059,Cantagalo,MG
2865,3111804,Canápolis,MG
2870,3112109,Caparaó,MG
2871,3112208,Capela Nova,MG
2872,3112307,Capelinha,MG
2873,3112406,Capetinga,MG
2874,3112505,Capim Branco,MG
2875,3112604,Capinópolis,MG
2877,3112653,Capitão Andrade,MG
2878,3112703,Capitão Enéas,MG
2879,3112802,Capitólio,MG
2880,3112901,Caputira,MG
2882,3113107,Caranaíba,MG
2883,3113206,Carandaí,MG
2884,3113305,Carangola,MG
2885,3113404,Caratinga,MG
2881,3113008,Caraí,MG
2886,3113503,Carbonita,MG
2888,3113602,Careaçu,MG
2891,3113701,Carlos Chagas,MG
2893,3113909,Carmo da Cachoeira,MG
2894,3114006,Carmo da Mata,MG
2895,3114105,Carmo de Minas,MG
2896,3114204,Carmo do Cajuru,MG
2897,3114303,Carmo do Paranaíba,MG
2898,3114402,Carmo do Rio Claro,MG
2892,3113800,Carmésia,MG
2899,3114501,Carmópolis de Minas,MG
2900,3114550,Carneirinho,MG
2901,3114600,Carrancas,MG
2904,3114808,Carvalhos,MG
2903,3114709,Carvalhópolis,MG
2905,3114907,Casa Grande,MG
2906,3115003,Cascalho Rico,MG
2909,3115300,Cataguases,MG
2911,3115359,Catas Altas,MG
2912,3115409,Catas Altas da Noruega,MG
2914,3115458,Catuji,MG
2917,3115474,Catuti,MG
2918,3115508,Caxambu,MG
2919,3115607,Cedro do Abaeté,MG
2921,3115706,Central de Minas,MG
2923,3115805,Centralina,MG
2931,3116209,Chiador,MG
2925,3115904,Chácara,MG
2934,3116308,Cipotânea,MG
2937,3116407,Claraval,MG
2939,3116506,Claro dos Poções,MG
2940,3116605,Cláudio,MG
2944,3116704,Coimbra,MG
2945,3116803,Coluna,MG
2946,3116902,Comendador Gomes,MG
2947,3117009,Comercinho,MG
2948,3117108,Conceição da Aparecida,MG
2949,3115201,Conceição da Barra de Minas,MG
2953,3117306,Conceição das Alagoas,MG
2954,3117207,Conceição das Pedras,MG
2955,3117405,Conceição de Ipanema,MG
2962,3117504,Conceição do Mato Dentro,MG
2963,3117603,Conceição do Pará,MG
2965,3117702,Conceição do Rio Verde,MG
2966,3117801,Conceição dos Ouros,MG
2971,3117876,Confins,MG
2972,3117900,Congonhal,MG
2973,3118007,Congonhas,MG
2974,3118106,Congonhas do Norte,MG
2975,3118205,Conquista,MG
2976,3118304,Conselheiro Lafaiete,MG
2978,3118403,Conselheiro Pena,MG
2979,3118502,Consolação,MG
2980,3118601,Contagem,MG
2983,3118700,Coqueiral,MG
2984,3118809,Coração de Jesus,MG
2985,3118908,Cordisburgo,MG
2986,3119005,Cordislândia,MG
2987,3119104,Corinto,MG
2988,3119203,Coroaci,MG
2989,3119302,Coromandel,MG
2990,3119401,Coronel Fabriciano,MG
2991,3119500,Coronel Murta,MG
2992,3119609,Coronel Pacheco,MG
2993,3119708,Coronel Xavier Chaves,MG
3006,3120102,Couto de Magalhães de Minas,MG
3010,3120201,Cristais,MG
3012,3120409,Cristiano Otoni,MG
3013,3120508,Cristina,MG
3011,3120300,Cristália,MG
3008,3120151,Crisólita,MG
3014,3120607,Crucilândia,MG
3015,3120706,Cruzeiro da Fortaleza,MG
3017,3120805,Cruzília,MG
3020,3120839,Cuparaque,MG
3022,3120870,Curral de Dentro,MG
3023,3120904,Curvelo,MG
2907,3115102,Cássia,MG
2994,3119807,Córrego Danta,MG
2996,3119906,Córrego do Bom Jesus,MG
2998,3119955,Córrego Fundo,MG
2999,3120003,Córrego Novo,MG
2970,3117836,Cônego Marinho,MG
3024,3121001,Datas,MG
7672,4306932,Entre-Ijuís,RS
8101,4317103,Sant' Ana do Livramento,RS
3027,3121258,Delta,MG
3030,3121308,Descoberto,MG
3033,3121407,Desterro de Entre Rios,MG
3034,3121506,Desterro do Melo,MG
3036,3121605,Diamantina,MG
3039,3121704,Diogo de Vasconcelos,MG
3040,3121803,Dionísio,MG
3042,3122009,Divino,MG
3043,3122108,Divino das Laranjeiras,MG
3046,3122207,Divinolândia de Minas,MG
3041,3121902,Divinésia,MG
3047,3122306,Divinópolis,MG
3048,3122355,Divisa Alegre,MG
3049,3122405,Divisa Nova,MG
3050,3122454,Divisópolis,MG
3052,3122470,Dom Bosco,MG
3053,3122504,Dom Cavati,MG
3054,3122603,Dom Joaquim,MG
3057,3122702,Dom Silvério,MG
3058,3122801,Dom Viçoso,MG
3061,3123007,Dores de Campos,MG
3062,3123106,Dores de Guanhães,MG
3063,3123205,Dores do Indaiá,MG
3065,3123304,Dores do Turvo,MG
3066,3123403,Doresópolis,MG
3068,3123502,Douradoquara,MG
3071,3123528,Durandé,MG
3073,3123601,Elói Mendes,MG
3075,3123700,Engenheiro Caldas,MG
3077,3123809,Engenheiro Navarro,MG
3081,3123858,Entre Folhas,MG
3082,3123908,Entre Rios de Minas,MG
3085,3124005,Ervália,MG
3086,3124104,Esmeraldas,MG
3088,3124203,Espera Feliz,MG
3089,3124302,Espinosa,MG
3090,3124401,Espírito Santo do Dourado,MG
3093,3124500,Estiva,MG
3095,3124609,Estrela Dalva,MG
3097,3124708,Estrela do Indaiá,MG
3098,3124807,Estrela do Sul,MG
3099,3124906,Eugenópolis,MG
3101,3125002,Ewbank da Câmara,MG
3104,3125101,Extrema,MG
3105,3125200,Fama,MG
3106,3125309,Faria Lemos,MG
3111,3125606,Felisburgo,MG
3112,3125705,Felixlândia,MG
3110,3125408,Felício dos Santos,MG
3113,3125804,Fernandes Tourinho,MG
3117,3125903,Ferros,MG
3119,3125952,Fervedouro,MG
3125,3126000,Florestal,MG
3128,3126109,Formiga,MG
3129,3126208,Formoso,MG
3130,3126307,Fortaleza de Minas,MG
3131,3126406,Fortuna de Minas,MG
3132,3126505,Francisco Badaró,MG
3133,3126604,Francisco Dumont,MG
3134,3126703,Francisco Sá,MG
3135,3126752,Franciscópolis,MG
3137,3126802,Frei Gaspar,MG
3138,3126901,Frei Inocêncio,MG
5117,2516409,Tacima,PB
3143,3127008,Fronteira,MG
3144,3127057,Fronteira dos Vales,MG
3145,3127073,Fruta de Leite,MG
3146,3127107,Frutal,MG
3148,3127206,Funilândia,MG
3153,3127305,Galiléia,MG
3155,3127339,Gameleiras,MG
3158,3127354,Glaucilândia,MG
3161,3127370,Goiabeira,MG
3162,3127388,Goianá,MG
3165,3127503,Gonzaga,MG
3164,3127404,Gonçalves,MG
3168,3127602,Gouveia,MG
3169,3127701,Governador Valadares,MG
3174,3127909,Grupiara,MG
3172,3127800,Grão Mogol,MG
3177,3128006,Guanhães,MG
3178,3128105,Guapé,MG
3179,3128204,Guaraciaba,MG
3180,3128253,Guaraciama,MG
3182,3128402,Guarani,MG
3181,3128303,Guaranésia,MG
3184,3128501,Guarará,MG
3187,3128600,Guarda-Mor,MG
3190,3128709,Guaxupé,MG
3191,3128808,Guidoval,MG
3192,3128907,Guimarânia,MG
3194,3129004,Guiricema,MG
3195,3129103,Gurinhatã,MG
3196,3129202,Heliodora,MG
3200,3129301,Iapu,MG
3201,3129400,Ibertioga,MG
3203,3129608,Ibiaí,MG
3204,3129657,Ibiracatu,MG
3205,3129707,Ibiraci,MG
3206,3129806,Ibirité,MG
3208,3129905,Ibitiúra de Minas,MG
3209,3130002,Ibituruna,MG
3202,3129509,Ibiá,MG
3210,3130051,Icaraí de Minas,MG
3211,3130101,Igarapé,MG
3212,3130200,Igaratinga,MG
3213,3130309,Iguatama,MG
3214,3130408,Ijaci,MG
3216,3130507,Ilicínea,MG
3217,3130556,Imbé de Minas,MG
3218,3130606,Inconfidentes,MG
3219,3130655,Indaiabira,MG
3221,3130705,Indianópolis,MG
3222,3130804,Ingaí,MG
3224,3130903,Inhapim,MG
3225,3131000,Inhaúma,MG
3226,3131109,Inimutaba,MG
3227,3131158,Ipaba,MG
3228,3131208,Ipanema,MG
3229,3131307,Ipatinga,MG
3230,3131406,Ipiaçu,MG
3232,3131505,Ipuiúna,MG
3233,3131604,Iraí de Minas,MG
3234,3131703,Itabira,MG
3235,3131802,Itabirinha,MG
3236,3131901,Itabirito,MG
3238,3132008,Itacambira,MG
3239,3132107,Itacarambi,MG
3242,3132206,Itaguara,MG
3244,3132305,Itaipé,MG
3245,3132404,Itajubá,MG
3247,3132503,Itamarandiba,MG
3249,3132602,Itamarati de Minas,MG
3251,3132800,Itambé do Mato Dentro,MG
3253,3132909,Itamogi,MG
3254,3133006,Itamonte,MG
3256,3133105,Itanhandu,MG
3257,3133204,Itanhomi,MG
3258,3133303,Itaobim,MG
3259,3133402,Itapagipe,MG
3261,3133501,Itapecerica,MG
3262,3133600,Itapeva,MG
3265,3133709,Itatiaiuçu,MG
3269,3133907,Itaverava,MG
3266,3133758,Itaú de Minas,MG
3267,3133808,Itaúna,MG
3271,3134004,Itinga,MG
3273,3134103,Itueta,MG
3275,3134202,Ituiutaba,MG
3276,3134301,Itumirim,MG
3277,3134400,Iturama,MG
3278,3134509,Itutinga,MG
3279,3134608,Jaboticatubas,MG
3282,3134707,Jacinto,MG
3284,3134905,Jacutinga,MG
3283,3134806,Jacuí,MG
3285,3135001,Jaguaraçu,MG
3289,3135076,Jampruca,MG
3290,3135100,Janaúba,MG
3291,3135209,Januária,MG
3292,3135308,Japaraíba,MG
3293,3135357,Japonvar,MG
3288,3135050,Jaíba,MG
3295,3135407,Jeceaba,MG
3296,3135456,Jenipapo de Minas,MG
3297,3135506,Jequeri,MG
3298,3135605,Jequitaí,MG
3299,3135704,Jequitibá,MG
3300,3135803,Jequitinhonha,MG
3301,3135902,Jesuânia,MG
3303,3136108,Joanésia,MG
3306,3136405,Joaquim Felício,MG
3302,3136009,Joaíma,MG
3307,3136504,Jordânia,MG
3311,3136579,Josenópolis,MG
3308,3136520,José Gonçalves de Minas,MG
3309,3136553,José Raydan,MG
3304,3136207,João Monlevade,MG
3305,3136306,João Pinheiro,MG
3312,3136652,Juatuba,MG
3315,3136702,Juiz de Fora,MG
3317,3136801,Juramento,MG
3319,3136900,Juruaia,MG
3322,3136959,Juvenília,MG
3324,3137007,Ladainha,MG
3325,3137106,Lagamar,MG
3327,3137205,Lagoa da Prata,MG
3328,3137304,Lagoa dos Patos,MG
3329,3137403,Lagoa Dourada,MG
3330,3137502,Lagoa Formosa,MG
3331,3137536,Lagoa Grande,MG
3332,3137601,Lagoa Santa,MG
3333,3137700,Lajinha,MG
3334,3137809,Lambari,MG
3335,3137908,Lamim,MG
3338,3138005,Laranjal,MG
3340,3138104,Lassance,MG
3341,3138203,Lavras,MG
3342,3138302,Leandro Ferreira,MG
3343,3138351,Leme do Prado,MG
3344,3138401,Leopoldina,MG
3346,3138500,Liberdade,MG
3347,3138609,Lima Duarte,MG
3348,3138625,Limeira do Oeste,MG
3351,3138658,Lontra,MG
3354,3138674,Luisburgo,MG
3355,3138682,Luislândia,MG
3358,3138708,Luminárias,MG
3360,3138807,Luz,MG
3362,3138906,Machacalis,MG
3363,3139003,Machado,MG
3366,3139102,Madre de Deus de Minas,MG
3370,3139201,Malacacheta,MG
3371,3139250,Mamonas,MG
3372,3139300,Manga,MG
3373,3139409,Manhuaçu,MG
3374,3139508,Manhumirim,MG
3375,3139607,Mantena,MG
3378,3139805,Mar de Espanha,MG
3380,3139706,Maravilhas,MG
3381,3139904,Maria da Fé,MG
3382,3140001,Mariana,MG
3383,3140100,Marilac,MG
3386,3140209,Maripá de Minas,MG
3387,3140308,Marliéria,MG
3388,3140407,Marmelópolis,MG
3390,3140506,Martinho Campos,MG
3392,3140530,Martins Soares,MG
3393,3140555,Mata Verde,MG
3394,3140605,Materlândia,MG
3395,3140704,Mateus Leme,MG
3396,3171501,Mathias Lobato,MG
3397,3140803,Matias Barbosa,MG
3398,3140852,Matias Cardoso,MG
3399,3140902,Matipó,MG
3400,3141009,Mato Verde,MG
3401,3141108,Matozinhos,MG
3402,3141207,Matutina,MG
3403,3141306,Medeiros,MG
3404,3141405,Medina,MG
3407,3141504,Mendes Pimentel,MG
3409,3141603,Mercês,MG
3411,3141702,Mesquita,MG
3416,3141801,Minas Novas,MG
3417,3141900,Minduri,MG
3418,3142007,Mirabela,MG
3419,3142106,Miradouro,MG
3425,3142254,Miravânia,MG
3421,3142205,Miraí,MG
3429,3142304,Moeda,MG
3430,3142403,Moema,MG
3432,3142502,Monjolos,MG
3436,3142601,Monsenhor Paulo,MG
3437,3142700,Montalvânia,MG
3438,3142809,Monte Alegre de Minas,MG
3439,3142908,Monte Azul,MG
3440,3143005,Monte Belo,MG
3441,3143104,Monte Carmelo,MG
3443,3143153,Monte Formoso,MG
3445,3143203,Monte Santo de Minas,MG
3446,3143401,Monte Sião,MG
3448,3143302,Montes Claros,MG
3449,3143450,Montezuma,MG
3450,3143500,Morada Nova de Minas,MG
3452,3143609,Morro da Garça,MG
3454,3143708,Morro do Pilar,MG
3458,3143807,Munhoz,MG
3460,3143906,Muriaé,MG
3461,3144003,Mutum,MG
3462,3144102,Muzambinho,MG
3385,3140159,Mário Campos,MG
3463,3144201,Nacip Raydan,MG
3464,3144300,Nanuque,MG
3465,3144359,Naque,MG
3467,3144375,Natalândia,MG
3468,3144409,Natércia,MG
3470,3144508,Nazareno,MG
3473,3144607,Nepomuceno,MG
3476,3144656,Ninheira,MG
3477,3144672,Nova Belém,MG
3478,3144706,Nova Era,MG
3480,3144805,Nova Lima,MG
3482,3144904,Nova Módica,MG
3483,3145000,Nova Ponte,MG
3484,3145059,Nova Porteirinha,MG
3485,3145109,Nova Resende,MG
3486,3145208,Nova Serrana,MG
3487,3136603,Nova União,MG
3489,3145307,Novo Cruzeiro,MG
3491,3145356,Novo Oriente de Minas,MG
3492,3145372,Novorizonte,MG
3494,3145406,Olaria,MG
3500,3145604,Oliveira,MG
3501,3145703,Oliveira Fortes,MG
3499,3145505,Olímpio Noronha,MG
3502,3145802,Onça de Pitangui,MG
3503,3145851,Oratórios,MG
3504,3145877,Orizânia,MG
3505,3145901,Ouro Branco,MG
3506,3146008,Ouro Fino,MG
3507,3146107,Ouro Preto,MG
3508,3146206,Ouro Verde de Minas,MG
3511,3146255,Padre Carvalho,MG
3516,3146305,Padre Paraíso,MG
3519,3146552,Pai Pedro,MG
3520,3146404,Paineiras,MG
3521,3146503,Pains,MG
3523,3146602,Paiva,MG
3524,3146701,Palma,MG
3528,3146750,Palmópolis,MG
3530,3146909,Papagaios,MG
3532,3147006,Paracatu,MG
3533,3147204,Paraguaçu,MG
3536,3147303,Paraisópolis,MG
3537,3147402,Paraopeba,MG
3531,3147105,Pará de Minas,MG
3542,3147600,Passa Quatro,MG
3543,3147709,Passa Tempo,MG
3545,3147501,Passabém,MG
3547,3147907,Passos,MG
3548,3147956,Patis,MG
3549,3148004,Patos de Minas,MG
3551,3148103,Patrocínio,MG
3552,3148202,Patrocínio do Muriaé,MG
3553,3148301,Paula Cândido,MG
3555,3148400,Paulistas,MG
3556,3148509,Pavão,MG
3559,3148707,Pedra Azul,MG
3560,3148756,Pedra Bonita,MG
3562,3148806,Pedra do Anta,MG
3563,3148905,Pedra do Indaiá,MG
3565,3149002,Pedra Dourada,MG
78,2702603,Feira Grande,AL
3568,3149101,Pedralva,MG
3569,3149150,Pedras de Maria da Cruz,MG
3570,3149200,Pedrinópolis,MG
3571,3149309,Pedro Leopoldo,MG
3573,3149408,Pedro Teixeira,MG
3581,3149507,Pequeri,MG
3582,3149606,Pequi,MG
3583,3149705,Perdigão,MG
3585,3149804,Perdizes,MG
3586,3149903,Perdões,MG
3588,3149952,Periquito,MG
3590,3150000,Pescador,MG
3558,3148608,Peçanha,MG
3594,3150109,Piau,MG
3596,3150158,Piedade de Caratinga,MG
3597,3150208,Piedade de Ponte Nova,MG
3599,3150307,Piedade do Rio Grande,MG
3600,3150406,Piedade dos Gerais,MG
3602,3150505,Pimenta,MG
3608,3150570,Pintópolis,MG
3611,3150604,Piracema,MG
3612,3150703,Pirajuba,MG
3613,3150802,Piranga,MG
3615,3151008,Piranguinho,MG
3614,3150901,Piranguçu,MG
3618,3151107,Pirapetinga,MG
3619,3151206,Pirapora,MG
3620,3151305,Piraúba,MG
3623,3151404,Pitangui,MG
3625,3151503,Piumhi,MG
3627,3151602,Planura,MG
3633,3151909,Pocrane,MG
3634,3152006,Pompéu,MG
3641,3152105,Ponte Nova,MG
3644,3152131,Ponto Chique,MG
3647,3152170,Ponto dos Volantes,MG
3648,3152204,Porteirinha,MG
3652,3152303,Porto Firme,MG
3653,3152402,Poté,MG
