id,codigo_ibge,nome,uf
3654,3152501,Pouso Alegre,MG
3655,3152600,Pouso Alto,MG
3630,3151701,Poço Fundo,MG
3632,3151800,Poços de Caldas,MG
3656,3152709,Prados,MG
3657,3152808,Prata,MG
3659,3153004,Pratinha,MG
3658,3152907,Pratápolis,MG
3660,3153103,Presidente Bernardes,MG
3661,3153202,Presidente Juscelino,MG
3662,3153301,Presidente Kubitschek,MG
3663,3153400,Presidente Olegário,MG
3667,3153608,Prudente de Morais,MG
3670,3153707,Quartel Geral,MG
3673,3153806,Queluzito,MG
3677,3153905,Raposos,MG
3678,3154002,Raul Soares,MG
3681,3154101,Recreio,MG
3682,3154150,Reduto,MG
3683,3154200,Resende Costa,MG
3684,3154309,Resplendor,MG
3685,3154408,Ressaquinha,MG
3686,3154457,Riachinho,MG
3688,3154507,Riacho dos Machados,MG
3689,3154606,Ribeirão das Neves,MG
3691,3154705,Ribeirão Vermelho,MG
3694,3154804,Rio Acima,MG
3695,3154903,Rio Casca,MG
3697,3155108,Rio do Prado,MG
3698,3155009,Rio Doce,MG
3699,3155207,Rio Espera,MG
3700,3155306,Rio Manso,MG
3702,3155405,Rio Novo,MG
3703,3155504,Rio Paranaíba,MG
3704,3155603,Rio Pardo de Minas,MG
3705,3155702,Rio Piracicaba,MG
3706,3155801,Rio Pomba,MG
3708,3155900,Rio Preto,MG
3709,3156007,Rio Vermelho,MG
3710,3156106,Ritápolis,MG
3713,3156205,Rochedo de Minas,MG
3715,3156304,Rodeiro,MG
3717,3156403,Romaria,MG
3718,3156452,Rosário da Limeira,MG
3722,3156502,Rubelita,MG
3723,3156601,Rubim,MG
3724,3156700,Sabará,MG
3725,3156809,Sabinópolis,MG
3726,3156908,Sacramento,MG
3727,3157005,Salinas,MG
3729,3157104,Salto da Divisa,MG
3731,3157203,Santa Bárbara,MG
3732,3157252,Santa Bárbara do Leste,MG
3733,3157278,Santa Bárbara do Monte Verde,MG
3734,3157302,Santa Bárbara do Tugúrio,MG
3737,3157336,Santa Cruz de Minas,MG
3738,3157377,Santa Cruz de Salinas,MG
3739,3157401,Santa Cruz do Escalvado,MG
3743,3157500,Santa Efigênia de Minas,MG
3744,3157609,Santa Fé de Minas,MG
3746,3157658,Santa Helena de Minas,MG
3748,3157708,Santa Juliana,MG
3749,3157807,Santa Luzia,MG
3751,3157906,Santa Margarida,MG
3752,3158003,Santa Maria de Itabira,MG
3753,3158102,Santa Maria do Salto,MG
3754,3158201,Santa Maria do Suaçuí,MG
3756,3159209,Santa Rita de Caldas,MG
3761,3159407,Santa Rita de Ibitipoca,MG
3757,3159308,Santa Rita de Jacutinga,MG
3758,3159357,Santa Rita de Minas,MG
3762,3159506,Santa Rita do Itueto,MG
3764,3159605,Santa Rita do Sapucaí,MG
3766,3159704,Santa Rosa da Serra,MG
3771,3159803,Santa Vitória,MG
3772,3158300,Santana da Vargem,MG
3774,3158409,Santana de Cataguases,MG
3776,3158508,Santana de Pirapama,MG
3781,3158607,Santana do Deserto,MG
3782,3158706,Santana do Garambéu,MG
3783,3158805,Santana do Jacaré,MG
3784,3158904,Santana do Manhuaçu,MG
3785,3158953,Santana do Paraíso,MG
3787,3159001,Santana do Riacho,MG
3789,3159100,Santana dos Montes,MG
3793,3159902,Santo Antônio do Amparo,MG
3794,3160009,Santo Antônio do Aventureiro,MG
3798,3160108,Santo Antônio do Grama,MG
3799,3160207,Santo Antônio do Itambé,MG
3800,3160306,Santo Antônio do Jacinto,MG
3803,3160405,Santo Antônio do Monte,MG
3807,3160454,Santo Antônio do Retiro,MG
3808,3160504,Santo Antônio do Rio Abaixo,MG
3812,3160603,Santo Hipólito,MG
3813,3160702,Santos Dumont,MG
3943,3165404,Sapucaí-Mirim,MG
3948,3165503,Sardoá,MG
3949,3165537,Sarzedo,MG
4039,3169604,Tupaciguara,MG
3952,3165578,Senador Amaral,MG
3953,3165602,Senador Cortes,MG
3954,3165701,Senador Firmino,MG
3955,3165800,Senador José Bento,MG
3957,3165909,Senador Modestino Gonçalves,MG
3962,3166006,Senhora de Oliveira,MG
3964,3166105,Senhora do Porto,MG
3965,3166204,Senhora dos Remédios,MG
3967,3166303,Sericita,MG
3968,3166402,Seritinga,MG
8770,2800308,Aracaju,SE
3970,3166501,Serra Azul de Minas,MG
3973,3166600,Serra da Saudade,MG
3976,3166808,Serra do Salitre,MG
3977,3166709,Serra dos Aimorés,MG
3980,3166907,Serrania,MG
3982,3167004,Serranos,MG
3981,3166956,Serranópolis de Minas,MG
3983,3167103,Serro,MG
3986,3167202,Sete Lagoas,MG
3987,3165552,Setubinha,MG
3992,3167301,Silveirânia,MG
3994,3167400,Silvianópolis,MG
3997,3167608,Simonésia,MG
3996,3167509,Simão Pereira,MG
3999,3167707,Sobrália,MG
4000,3167806,Soledade de Minas,MG
3816,3160801,São Bento Abade,MG
3818,3160900,São Brás do Suaçuí,MG
3823,3160959,São Domingos das Dores,MG
3824,3161007,São Domingos do Prata,MG
3826,3161106,São Francisco,MG
3827,3161205,São Francisco de Paula,MG
3828,3161304,São Francisco de Sales,MG
3829,3161403,São Francisco do Glória,MG
3825,3161056,São Félix de Minas,MG
3831,3161502,São Geraldo,MG
3833,3161601,São Geraldo da Piedade,MG
3836,3161650,São Geraldo do Baixio,MG
3838,3161700,São Gonçalo do Abaeté,MG
3840,3161809,São Gonçalo do Pará,MG
3841,3161908,São Gonçalo do Rio Abaixo,MG
3843,3125507,São Gonçalo do Rio Preto,MG
3844,3162005,São Gonçalo do Sapucaí,MG
3845,3162104,São Gotardo,MG
3869,3162922,São Joaquim de Bicas,MG
3870,3162948,São José da Barra,MG
3872,3162955,São José da Lapa,MG
3874,3163003,São José da Safira,MG
3875,3163102,São José da Varginha,MG
3878,3163201,São José do Alegre,MG
3882,3163300,São José do Divino,MG
3883,3163409,São José do Goiabal,MG
3885,3163508,São José do Jacuri,MG
3886,3163607,São José do Mantimento,MG
3847,3162203,São João Batista do Glória,MG
3849,3162252,São João da Lagoa,MG
3850,3162302,São João da Mata,MG
3851,3162401,São João da Ponte,MG
3856,3162450,São João das Missões,MG
3857,3162500,São João del Rei,MG
3860,3162559,São João do Manhuaçu,MG
3861,3162575,São João do Manteninha,MG
3862,3162609,São João do Oriente,MG
3863,3162658,São João do Pacuí,MG
3864,3162708,São João do Paraíso,MG
3865,3162807,São João Evangelista,MG
3866,3162906,São João Nepomuceno,MG
3892,3163706,São Lourenço,MG
3895,3163805,São Miguel do Anta,MG
8771,2800407,Arauá,SE
3897,3163904,São Pedro da União,MG
3903,3164100,São Pedro do Suaçuí,MG
3904,3164001,São Pedro dos Ferros,MG
3906,3164209,São Romão,MG
3907,3164308,São Roque de Minas,MG
3909,3164407,São Sebastião da Bela Vista,MG
3911,3164431,São Sebastião da Vargem Alegre,MG
3914,3164472,São Sebastião do Anta,MG
3921,3164506,São Sebastião do Maranhão,MG
3923,3164605,São Sebastião do Oeste,MG
3924,3164704,São Sebastião do Paraíso,MG
4956,2506806,Ingá,PB
3926,3164803,São Sebastião do Rio Preto,MG
3927,3164902,São Sebastião do Rio Verde,MG
3933,3165008,São Tiago,MG
3934,3165107,São Tomás de Aquino,MG
3938,3165305,São Vicente de Minas,MG
4005,3167905,Tabuleiro,MG
4006,3168002,Taiobeiras,MG
4007,3168051,Taparuba,MG
4008,3168101,Tapira,MG
4009,3168200,Tapiraí,MG
4011,3168309,Taquaraçu de Minas,MG
4013,3168408,Tarumirim,MG
4015,3168507,Teixeiras,MG
4017,3168606,Teófilo Otoni,MG
4019,3168705,Timóteo,MG
4020,3168804,Tiradentes,MG
4021,3168903,Tiros,MG
4024,3169000,Tocantins,MG
4025,3169059,Tocos do Moji,MG
4026,3169109,Toledo,MG
4028,3169208,Tombos,MG
4032,3169307,Três Corações,MG
4034,3169356,Três Marias,MG
4035,3169406,Três Pontas,MG
4038,3169505,Tumiritinga,MG
4041,3169703,Turmalina,MG
4042,3169802,Turvolândia,MG
4045,3170057,Ubaporanga,MG
4044,3170008,Ubaí,MG
4047,3170107,Uberaba,MG
4048,3170206,Uberlândia,MG
4043,3169901,Ubá,MG
4049,3170305,Umburatiba,MG
4051,3170404,Unaí,MG
4052,3170438,União de Minas,MG
4053,3170479,Uruana de Minas,MG
4055,3170529,Urucuia,MG
4054,3170503,Urucânia,MG
4062,3170578,Vargem Alegre,MG
4063,3170602,Vargem Bonita,MG
4064,3170651,Vargem Grande do Rio Pardo,MG
4066,3170701,Varginha,MG
4067,3170750,Varjão de Minas,MG
4069,3170909,Varzelândia,MG
4071,3171006,Vazante,MG
4073,3171030,Verdelândia,MG
4076,3171071,Veredinha,MG
4079,3171154,Vermelho Novo,MG
4077,3171105,Veríssimo,MG
4081,3171204,Vespasiano,MG
4083,3171402,Vieiras,MG
4090,3171600,Virgem da Lapa,MG
4092,3171808,Virginópolis,MG
4093,3171907,Virgolândia,MG
4091,3171709,Virgínia,MG
4094,3172004,Visconde do Rio Branco,MG
4082,3171303,Viçosa,MG
4098,3172103,Volta Grande,MG
4068,3170800,Várzea da Palma,MG
4099,3172202,Wenceslau Braz,MG
2630,3100609,Água Boa,MG
2632,3100708,Água Comprida,MG
2638,3100906,Águas Formosas,MG
2639,3101003,Águas Vermelhas,MG
4105,5000252,Alcinópolis,MS
4107,5000609,Amambai,MS
4110,5000708,Anastácio,MS
4111,5000807,Anaurilândia,MS
4112,5000856,Angélica,MS
4114,5000906,Antônio João,MS
4115,5001003,Aparecida do Taboado,MS
4116,5001102,Aquidauana,MS
4117,5001243,Aral Moreira,MS
4123,5001508,Bandeirantes,MS
4124,5001904,Bataguassu,MS
4125,5002001,Batayporã,MS
4127,5002100,Bela Vista,MS
4130,5002159,Bodoquena,MS
4132,5002209,Bonito,MS
4134,5002308,Brasilândia,MS
4135,5002407,Caarapó,MS
4138,5002605,Camapuã,MS
4141,5002704,Campo Grande,MS
4143,5002803,Caracol,MS
4145,5002902,Cassilândia,MS
4146,5002951,Chapadão do Sul,MS
4150,5003108,Corguinho,MS
4151,5003157,Coronel Sapucaia,MS
4152,5003207,Corumbá,MS
4153,5003256,Costa Rica,MS
4154,5003306,Coxim,MS
4160,5003454,Deodápolis,MS
4161,5003488,Dois Irmãos do Buriti,MS
4162,5003504,Douradina,MS
4163,5003702,Dourados,MS
4164,5003751,Eldorado,MS
10155,5003900,Figueirão,MS
4165,5003801,Fátima do Sul,MS
4168,5004007,Glória de Dourados,MS
4172,5004106,Guia Lopes da Laguna,MS
4173,5004304,Iguatemi,MS
4179,5004403,Inocência,MS
4182,5004502,Itaporã,MS
4183,5004601,Itaquiraí,MS
4184,5004700,Ivinhema,MS
4187,5004809,Japorã,MS
4188,5004908,Jaraguari,MS
4189,5005004,Jardim,MS
4190,5005103,Jateí,MS
4193,5005152,Juti,MS
4194,5005202,Ladário,MS
4196,5005251,Laguna Carapã,MS
4197,5005400,Maracaju,MS
4198,5005608,Miranda,MS
4203,5005681,Mundo Novo,MS
4204,5005707,Naviraí,MS
4206,5005806,Nioaque,MS
4208,5006002,Nova Alvorada do Sul,MS
4210,5006200,Nova Andradina,MS
4214,5006259,Novo Horizonte do Sul,MS
4220,5006309,Paranaíba,MS
4221,5006358,Paranhos,MS
10156,5006275,Paraíso das Águas,MS
4222,5006408,Pedro Gomes,MS
4226,5006606,Ponta Porã,MS
4230,5006903,Porto Murtinho,MS
4237,5007109,Ribas do Rio Pardo,MS
9193,3519303,Ibaté,SP
4238,5007208,Rio Brilhante,MS
4239,5007307,Rio Negro,MS
4240,5007406,Rio Verde de Mato Grosso,MS
4242,5007505,Rochedo,MS
4244,5007554,Santa Rita do Pardo,MS
4253,5007802,Selvíria,MS
4254,5007703,Sete Quedas,MS
4255,5007901,Sidrolândia,MS
4256,5007935,Sonora,MS
4246,5007695,São Gabriel do Oeste,MS
4257,5007950,Tacuru,MS
4260,5007976,Taquarussu,MS
4262,5008008,Terenos,MS
4263,5008305,Três Lagoas,MS
4265,5008404,Vicentina,MS
4103,5000203,Água Clara,MS
4272,5100102,Acorizal,MT
4280,5100250,Alta Floresta,MT
4281,5100300,Alto Araguaia,MT
4282,5100359,Alto Boa Vista,MT
4284,5100409,Alto Garças,MT
4286,5100508,Alto Paraguai,MT
4288,5100607,Alto Taquari,MT
4290,5100805,Apiacás,MT
4291,5101001,Araguaiana,MT
4292,5101209,Araguainha,MT
4293,5101258,Araputanga,MT
4294,5101308,Arenápolis,MT
4295,5101407,Aripuanã,MT
4299,5101704,Barra do Bugres,MT
4300,5101803,Barra do Garças,MT
4298,5101605,Barão de Melgaço,MT
10099,5101852,Bom Jesus do Araguaia,MT
4310,5101902,Brasnorte,MT
4315,5102603,Campinápolis,MT
4316,5102637,Campo Novo do Parecis,MT
4317,5102678,Campo Verde,MT
4318,5102686,Campos de Júlio,MT
4320,5102694,Canabrava do Norte,MT
4321,5102702,Canarana,MT
4327,5102793,Carlinda,MT
4329,5102850,Castanheira,MT
4331,5103007,Chapada dos Guimarães,MT
4333,5103056,Cláudia,MT
4334,5103106,Cocalinho,MT
10092,5103254,Colniza,MT
4335,5103205,Colíder,MT
4337,5103304,Comodoro,MT
4338,5103353,Confresa,MT
10091,5103361,Conquista D'Oeste,MT
4341,5103379,Cotriguaçu,MT
4347,5103403,Cuiabá,MT
4348,5103437,Curvelândia,MT
4313,5102504,Cáceres,MT
4350,5103452,Denise,MT
4351,5103502,Diamantino,MT
4352,5103601,Dom Aquino,MT
4359,5103700,Feliz Natal,MT
4360,5103809,Figueirópolis D'Oeste,MT
4364,5103858,Gaúcha do Norte,MT
4365,5103908,General Carneiro,MT
4366,5103957,Glória D'Oeste,MT
4367,5104104,Guarantã do Norte,MT
4369,5104203,Guiratinga,MT
4372,5104500,Indiavaí,MT
10157,5104526,Ipiranga do Norte,MT
10158,5104542,Itanhangá,MT
4375,5104559,Itaúba,MT
4376,5104609,Itiquira,MT
4377,5104807,Jaciara,MT
4378,5104906,Jangada,MT
4381,5105002,Jauru,MT
4383,5105101,Juara,MT
4385,5105176,Juruena,MT
4386,5105200,Juscimeira,MT
4384,5105150,Juína,MT
4387,5105234,Lambari D'Oeste,MT
4389,5105259,Lucas do Rio Verde,MT
4391,5105309,Luciara,MT
4393,5105580,Marcelândia,MT
4396,5105606,Matupá,MT
4398,5105622,Mirassol d'Oeste,MT
4399,5105903,Nobres,MT
4401,5106000,Nortelândia,MT
4403,5106109,Nossa Senhora do Livramento,MT
4405,5106158,Nova Bandeirantes,MT
4406,5106208,Nova Brasilândia,MT
4408,5106216,Nova Canaã do Norte,MT
4411,5108808,Nova Guarita,MT
4412,5106182,Nova Lacerda,MT
4413,5108857,Nova Marilândia,MT
4414,5108907,Nova Maringá,MT
4415,5108956,Nova Monte Verde,MT
4416,5106224,Nova Mutum,MT
10097,5106174,Nova Nazaré,MT
4417,5106232,Nova Olímpia,MT
10095,5106190,Nova Santa Helena,MT
4418,5106240,Nova Ubiratã,MT
4419,5106257,Nova Xavantina,MT
4422,5106273,Novo Horizonte do Norte,MT
4423,5106265,Novo Mundo,MT
4521,5106315,Novo Santo Antônio,MT
4425,5106281,Novo São Joaquim,MT
4430,5106307,Paranatinga,MT
4429,5106299,Paranaíta,MT
4432,5106372,Pedra Preta,MT
4433,5106422,Peixoto de Azevedo,MT
4436,5106455,Planalto da Serra,MT
4437,5106505,Poconé,MT
4439,5106653,Pontal do Araguaia,MT
4440,5106703,Ponte Branca,MT
4442,5106752,Pontes e Lacerda,MT
4444,5106778,Porto Alegre do Norte,MT
4445,5106802,Porto dos Gaúchos,MT
4446,5106828,Porto Esperidião,MT
4447,5106851,Porto Estrela,MT
4448,5107008,Poxoréo,MT
4451,5107040,Primavera do Leste,MT
4453,5107065,Querência,MT
4455,5107156,Reserva do Cabaçal,MT
4456,5107180,Ribeirão Cascalheira,MT
4458,5107198,Ribeirãozinho,MT
4459,5107206,Rio Branco,MT
10093,5107578,Rondolândia,MT
4462,5107602,Rondonópolis,MT
4463,5107701,Rosário Oeste,MT
4464,5107750,Salto do Céu,MT
4466,5107248,Santa Carmem,MT
10098,5107743,Santa Cruz do Xingu,MT
10094,5107768,Santa Rita do Trivelato,MT
4470,5107776,Santa Terezinha,MT
4472,5107263,Santo Afonso,MT
10096,5107792,Santo Antônio do Leste,MT
4473,5107800,Santo Antônio do Leverger,MT
4490,5107875,Sapezal,MT
4492,5107883,Serra Nova Dourada,MT
4493,5107909,Sinop,MT
4495,5107925,Sorriso,MT
4477,5107859,São Félix do Araguaia,MT
4483,5107297,São José do Povo,MT
4484,5107305,São José do Rio Claro,MT
4485,5107354,São José do Xingu,MT
4486,5107107,São José dos Quatro Marcos,MT
4488,5107404,São Pedro da Cipa,MT
4497,5107941,Tabaporã,MT
4498,5107958,Tangará da Serra,MT
4500,5108006,Tapurah,MT
4501,5108055,Terra Nova do Norte,MT
4503,5108105,Tesouro,MT
4505,5108204,Torixoréu,MT
4507,5108303,União do Sul,MT
4476,5108352,Vale de São Domingos,MT
4512,5108501,Vera,MT
4514,5105507,Vila Bela da Santíssima Trindade,MT
4520,5108600,Vila Rica,MT
4511,5108402,Várzea Grande,MT
4273,5100201,Água Boa,MT
4522,1500107,Abaetetuba,PA
4523,1500131,Abel Figueiredo,PA
4524,1500206,Acará,PA
4525,1500305,Afuá,PA
4529,1500404,Alenquer,PA
4531,1500503,Almeirim,PA
4534,1500602,Altamira,PA
4538,1500701,Anajás,PA
4539,1500800,Ananindeua,PA
4540,1500859,Anapu,PA
4552,1500909,Augusto Corrêa,PA
4553,1500958,Aurora do Pará,PA
4554,1501006,Aveiro,PA
4555,1501105,Bagre,PA
4556,1501204,Baião,PA
4557,1501253,Bannach,PA
4558,1501303,Barcarena,PA
4566,1501451,Belterra,PA
4565,1501402,Belém,PA
4567,1501501,Benevides,PA
4576,1501576,Bom Jesus do Tocantins,PA
4577,1501600,Bonito,PA
4578,1501709,Bragança,PA
4579,1501725,Brasil Novo,PA
4582,1501758,Brejo Grande do Araguaia,PA
4583,1501782,Breu Branco,PA
4584,1501808,Breves,PA
4585,1501907,Bujaru,PA
4587,1502004,Cachoeira do Arari,PA
4586,1501956,Cachoeira do Piriá,PA
4593,1502103,Cametá,PA
4595,1502152,Canaã dos Carajás,PA
4596,1502202,Capanema,PA
4597,1502301,Capitão Poço,PA
4605,1502400,Castanhal,PA
4607,1502509,Chaves,PA
4608,1502608,Colares,PA
4610,1502707,Conceição do Araguaia,PA
4611,1502756,Concórdia do Pará,PA
4617,1502764,Cumaru do Norte,PA
4618,1502772,Curionópolis,PA
4619,1502806,Curralinho,PA
4620,1502855,Curuá,PA
4622,1502905,Curuçá,PA
4625,1502939,Dom Eliseu,PA
4626,1502954,Eldorado dos Carajás,PA
4629,1503002,Faro,PA
4633,1503044,Floresta do Araguaia,PA
4634,1503077,Garrafão do Norte,PA
4635,1503093,Goianésia do Pará,PA
4639,1503101,Gurupá,PA
4645,1503200,Igarapé-Açu,PA
4646,1503309,Igarapé-Miri,PA
4648,1503408,Inhangapi,PA
4649,1503457,Ipixuna do Pará,PA
4650,1503507,Irituia,PA
4651,1503606,Itaituba,PA
4654,1503705,Itupiranga,PA
4655,1503754,Jacareacanga,PA
4656,1503804,Jacundá,PA
4667,1503903,Juruti,PA
4672,1504000,Limoeiro do Ajuru,PA
4674,1504109,Magalhães Barata,PA
4677,1504208,Marabá,PA
4678,1504307,Maracanã,PA
4681,1504422,Marituba,PA
4685,1504455,Medicilândia,PA
4686,1504505,Melgaço,PA
4691,1504604,Mocajuba,PA
4693,1504703,Moju,PA
10146,1504752,Mojuí dos Campos,PA
4695,1504802,Monte Alegre,PA
4700,1504901,Muaná,PA
4673,1504059,Mãe do Rio,PA
4709,1504950,Nova Esperança do Piriá,PA
4710,1504976,Nova Ipixuna,PA
4712,1505007,Nova Timboteua,PA
4714,1505031,Novo Progresso,PA
4715,1505064,Novo Repartimento,PA
4719,1505304,Oriximiná,PA
4723,1505437,Ourilândia do Norte,PA
4722,1505403,Ourém,PA
4725,1505486,Pacajá,PA
4727,1505494,Palestina do Pará,PA
4728,1505502,Paragominas,PA
4730,1505536,Parauapebas,PA
4731,1505551,Pau D'Arco,PA
4733,1505601,Peixe-Boi,PA
4738,1505635,Piçarra,PA
4743,1505650,Placas,PA
4744,1505700,Ponta de Pedras,PA
4746,1505809,Portel,PA
4747,1505908,Porto de Moz,PA
4750,1506005,Prainha,PA
4751,1506104,Primavera,PA
4752,1506112,Quatipuru,PA
4754,1506138,Redenção,PA
4757,1506161,Rio Maria,PA
4760,1506187,Rondon do Pará,PA
4761,1506195,Rurópolis,PA
4762,1506203,Salinópolis,PA
4763,1506302,Salvaterra,PA
4764,1506351,Santa Bárbara do Pará,PA
4765,1506401,Santa Cruz do Arari,PA
4766,1506500,Santa Isabel do Pará,PA
4767,1506559,Santa Luzia do Pará,PA
4769,1506583,Santa Maria das Barreiras,PA
4770,1506609,Santa Maria do Pará,PA
4773,1506708,Santana do Araguaia,PA
4774,1506807,Santarém,PA
4775,1506906,Santarém Novo,PA
4777,1507003,Santo Antônio do Tauá,PA
4807,1507755,Sapucaia,PA
4808,1507805,Senador José Porfírio,PA
4810,1507904,Soure,PA
4778,1507102,São Caetano de Odivelas,PA
4779,1507151,São Domingos do Araguaia,PA
4780,1507201,São Domingos do Capim,PA
4784,1507409,São Francisco do Pará,PA
4781,1507300,São Félix do Xingu,PA
4785,1507458,São Geraldo do Araguaia,PA
4786,1507466,São João da Ponta,PA
4787,1507474,São João de Pirabas,PA
4789,1507508,São João do Araguaia,PA
4797,1507607,São Miguel do Guamá,PA
4805,1507706,São Sebastião da Boa Vista,PA
4811,1507953,Tailândia,PA
4816,1507961,Terra Alta,PA
4817,1507979,Terra Santa,PA
4820,1508001,Tomé-Açu,PA
4821,1508035,Tracuateua,PA
4822,1508050,Trairão,PA
4823,1508084,Tucumã,PA
4824,1508100,Tucuruí,PA
4825,1508126,Ulianópolis,PA
4826,1508159,Uruará,PA
4831,1508209,Vigia,PA
4842,1508308,Viseu,PA
4845,1508357,Vitória do Xingu,PA
4846,1508407,Xinguara,PA
4527,1500347,Água Azul do Norte,PA
4717,1505106,Óbidos,PA
4849,2500205,Aguiar,PB
4850,2500304,Alagoa Grande,PB
4851,2500403,Alagoa Nova,PB
4852,2500502,Alagoinha,PB
4853,2500536,Alcantil,PB
4854,2500577,Algodão de Jandaíra,PB
4855,2500601,Alhandra,PB
4856,2500734,Amparo,PB
4857,2500775,Aparecida,PB
4859,2500908,Arara,PB
4860,2501005,Araruna,PB
4858,2500809,Araçagi,PB
4861,2501104,Areia,PB
4862,2501153,Areia de Baraúnas,PB
4863,2501203,Areial,PB
4865,2501302,Aroeiras,PB
4867,2501351,Assunção,PB
4870,2501500,Bananeiras,PB
4871,2501534,Baraúna,PB
4872,2501609,Barra de Santa Rosa,PB
4873,2501575,Barra de Santana,PB
4874,2501708,Barra de São Miguel,PB
4876,2501807,Bayeux,PB
4868,2501401,Baía da Traição,PB
4877,2501906,Belém,PB
4878,2502003,Belém do Brejo do Cruz,PB
4879,2502052,Bernardino Batista,PB
4880,2502102,Boa Ventura,PB
4881,2502151,Boa Vista,PB
4882,2502201,Bom Jesus,PB
4883,2502300,Bom Sucesso,PB
4885,2502409,Bonito de Santa Fé,PB
4886,2502508,Boqueirão,PB
4887,2502706,Borborema,PB
4888,2502805,Brejo do Cruz,PB
4889,2502904,Brejo dos Santos,PB
4890,2503001,Caaporã,PB
4891,2503100,Cabaceiras,PB
4892,2503209,Cabedelo,PB
4894,2503308,Cachoeira dos Índios,PB
4896,2503407,Cacimba de Areia,PB
4897,2503506,Cacimba de Dentro,PB
4900,2503704,Cajazeiras,PB
4901,2503753,Cajazeirinhas,PB
4902,2503803,Caldas Brandão,PB
4903,2503902,Camalaú,PB
4904,2504009,Campina Grande,PB
4909,2504074,Caraúbas,PB
4911,2504108,Carrapateira,PB
4913,2504157,Casserengue,PB
4914,2504207,Catingueira,PB
4916,2504306,Catolé do Rocha,PB
4917,2504355,Caturité,PB
4919,2504405,Conceição,PB
4920,2504504,Condado,PB
4921,2504603,Conde,PB
4922,2504702,Congo,PB
4923,2504801,Coremas,PB
4925,2504850,Coxixola,PB
4926,2504900,Cruz do Espírito Santo,PB
4927,2505006,Cubati,PB
4930,2505204,Cuitegi,PB
4928,2505105,Cuité,PB
4929,2505238,Cuité de Mamanguape,PB
4932,2505279,Curral de Cima,PB
4933,2505303,Curral Velho,PB
4934,2505352,Damião,PB
4935,2505402,Desterro,PB
4936,2505600,Diamante,PB
4937,2505709,Dona Inês,PB
4938,2505808,Duas Estradas,PB
4939,2505907,Emas,PB
4941,2506004,Esperança,PB
4942,2506103,Fagundes,PB
4946,2506202,Frei Martinho,PB
4947,2506251,Gado Bravo,PB
4949,2506301,Guarabira,PB
4951,2506400,Gurinhém,PB
4952,2506509,Gurjão,PB
4953,2506608,Ibiara,PB
4954,2502607,Igaracy,PB
4955,2506707,Imaculada,PB
4957,2506905,Itabaiana,PB
4959,2507002,Itaporanga,PB
4960,2507101,Itapororoca,PB
4961,2507200,Itatuba,PB
4962,2507309,Jacaraú,PB
4963,2507408,Jericó,PB
4964,2507507,João Pessoa,PB
4965,2507606,Juarez Távora,PB
4966,2507705,Juazeirinho,PB
4967,2507804,Junco do Seridó,PB
4968,2507903,Juripiranga,PB
4969,2508000,Juru,PB
4970,2508109,Lagoa,PB
4971,2508208,Lagoa de Dentro,PB
4973,2508307,Lagoa Seca,PB
4974,2508406,Lastro,PB
4976,2508505,Livramento,PB
4977,2508554,Logradouro,PB
4978,2508604,Lucena,PB
4981,2508802,Malta,PB
4982,2508901,Mamanguape,PB
4983,2509008,Manaíra,PB
4984,2509057,Marcação,PB
4985,2509107,Mari,PB
4986,2509156,Marizópolis,PB
4987,2509206,Massaranduba,PB
4990,2509305,Mataraca,PB
4991,2509339,Matinhas,PB
18,1200435,Santa Rosa do Purus,AC
4992,2509370,Mato Grosso,PB
4993,2509396,Maturéia,PB
4995,2509404,Mogeiro,PB
4996,2509503,Montadas,PB
4997,2509602,Monte Horebe,PB
4998,2509701,Monteiro,PB
5000,2509800,Mulungu,PB
5002,2509909,Natuba,PB
5004,2510006,Nazarezinho,PB
5006,2510105,Nova Floresta,PB
5007,2510204,Nova Olinda,PB
5008,2510303,Nova Palmeira,PB
5013,2510501,Olivedos,PB
5014,2510600,Ouro Velho,PB
5015,2510659,Parari,PB
5016,2510709,Passagem,PB
5017,2510808,Patos,PB
5018,2510907,Paulista,PB
5019,2511004,Pedra Branca,PB
5020,2511103,Pedra Lavrada,PB
5021,2511202,Pedras de Fogo,PB
5022,2512721,Pedro Régis,PB
5025,2511301,Piancó,PB
5026,2511400,Picuí,PB
5027,2511509,Pilar,PB
5028,2511608,Pilões,PB
5029,2511707,Pilõezinhos,PB
5033,2511806,Pirpirituba,PB
5035,2511905,Pitimbu,PB
5036,2512002,Pocinhos,PB
5039,2512101,Pombal,PB
5037,2512036,Poço Dantas,PB
5038,2512077,Poço de José de Moura,PB
5041,2512200,Prata,PB
5042,2512309,Princesa Isabel,PB
5043,2512408,Puxinanã,PB
5044,2512507,Queimadas,PB
5045,2512606,Quixabá,PB
5047,2512705,Remígio,PB
5050,2512788,Riacho de Santo Antônio,PB
5051,2512804,Riacho dos Cavalos,PB
5048,2512747,Riachão,PB
10151,2512754,Riachão do Bacamarte,PB
5053,2512903,Rio Tinto,PB
5056,2513000,Salgadinho,PB
5057,2513109,Salgado de São Félix,PB
5058,2513158,Santa Cecília,PB
5059,2513208,Santa Cruz,PB
5061,2513307,Santa Helena,PB
5062,2513356,Santa Inês,PB
5063,2513406,Santa Luzia,PB
5066,2513703,Santa Rita,PB
5068,2513802,Santa Teresinha,PB
5070,2513505,Santana de Mangueira,PB
